ID операции;Дата;Адрес магазина;Район магазина;Артикул;Название товара;Отдел товара;Количество упаковок, шт.;Операция;Цена руб./шт.
272;01.06.2021;Пушкинская, 8;Октябрьский;26;Макароны рожки;Бакалея;159;Продажа;47
273;01.06.2021;Пушкинская, 8;Октябрьский;27;Макароны перья;Бакалея;170;Поступление;45
274;01.06.2021;Пушкинская, 8;Октябрьский;27;Макароны перья;Бакалея;159;Продажа;45
275;01.06.2021;Пушкинская, 8;Октябрьский;28;Сахар песок белый;Бакалея;180;Поступление;38
276;01.06.2021;Пушкинская, 8;Октябрьский;28;Сахар песок белый;Бакалея;133;Продажа;38
277;01.06.2021;Пушкинская, 8;Октябрьский;29;Сахар демерара коричневый;Бакалея;180;Поступление;85
278;01.06.2021;Пушкинская, 8;Октябрьский;29;Сахар демерара коричневый;Бакалея;27;Продажа;85
279;01.06.2021;Пушкинская, 8;Октябрьский;30;Сахар рафинад быстрорастворимый;Бакалея;180;Поступление;44
280;01.06.2021;Пушкинская, 8;Октябрьский;30;Сахар рафинад быстрорастворимый;Бакалея;106;Продажа;44
281;01.06.2021;Пушкинская, 8;Октябрьский;33;Мука хлебопекарная в\с;Бакалея;180;Поступление;50
282;01.06.2021;Пушкинская, 8;Октябрьский;33;Мука хлебопекарная в\с;Бакалея;106;Продажа;50
283;01.06.2021;Пушкинская, 8;Октябрьский;34;Мука блинная;Бакалея;170;Поступление;65
284;01.06.2021;Пушкинская, 8;Октябрьский;34;Мука блинная;Бакалея;53;Продажа;65
285;01.06.2021;Пушкинская, 8;Октябрьский;44;Чай черный индийский;Бакалея;180;Поступление;180
286;01.06.2021;Пушкинская, 8;Октябрьский;44;Чай черный индийский;Бакалея;80;Продажа;180
287;01.06.2021;Пушкинская, 8;Октябрьский;45;Чай зеленый ;Бакалея;180;Поступление;170
288;01.06.2021;Пушкинская, 8;Октябрьский;45;Чай зеленый ;Бакалея;53;Продажа;170
289;01.06.2021;Пушкинская, 8;Октябрьский;46;Кофе растворимый;Бакалея;170;Поступление;330
290;01.06.2021;Пушкинская, 8;Октябрьский;46;Кофе растворимый;Бакалея;106;Продажа;330
291;01.06.2021;Пушкинская, 8;Октябрьский;47;Кофе в зернах ;Бакалея;180;Поступление;370
292;01.06.2021;Пушкинская, 8;Октябрьский;47;Кофе в зернах ;Бакалея;32;Продажа;370
293;01.06.2021;Пушкинская, 8;Октябрьский;48;Кофе молотый;Бакалея;180;Поступление;180
294;01.06.2021;Пушкинская, 8;Октябрьский;48;Кофе молотый;Бакалея;80;Продажа;180
295;01.06.2021;ул. Металлургов. 29;Первомайский;4;Кефир 3,2%;Молоко;180;Поступление;75
296;01.06.2021;ул. Металлургов. 29;Первомайский;4;Кефир 3,2%;Молоко;180;Продажа;75
297;01.06.2021;ул. Металлургов. 29;Первомайский;5;Кефир обезжиренный;Молоко;180;Поступление;70
298;01.06.2021;ул. Металлургов. 29;Первомайский;5;Кефир обезжиренный;Молоко;120;Продажа;70
299;01.06.2021;ул. Металлургов. 29;Первомайский;6;Ряженка термостатная;Молоко;170;Поступление;50
300;01.06.2021;ул. Металлургов. 29;Первомайский;6;Ряженка термостатная;Молоко;80;Продажа;50
301;01.06.2021;ул. Металлургов. 29;Первомайский;9;Сметана 15%;Молоко;180;Поступление;55
302;01.06.2021;ул. Металлургов. 29;Первомайский;9;Сметана 15%;Молоко;150;Продажа;55
303;01.06.2021;ул. Металлургов. 29;Первомайский;10;Сметана 25%;Молоко;180;Поступление;70
304;01.06.2021;ул. Металлургов. 29;Первомайский;10;Сметана 25%;Молоко;90;Продажа;70
305;01.06.2021;ул. Металлургов. 29;Первомайский;13;Творог 9% жирности;Молоко;170;Поступление;60
306;01.06.2021;ул. Металлургов. 29;Первомайский;13;Творог 9% жирности;Молоко;100;Продажа;60
307;01.06.2021;ул. Металлургов. 29;Первомайский;18;Крупа манная;Бакалея;180;Поступление;49
308;01.06.2021;ул. Металлургов. 29;Первомайский;18;Крупа манная;Бакалея;60;Продажа;49
309;01.06.2021;ул. Металлургов. 29;Первомайский;24;Макароны спагетти ;Бакалея;180;Поступление;50
310;01.06.2021;ул. Металлургов. 29;Первомайский;24;Макароны спагетти ;Бакалея;120;Продажа;50
311;01.06.2021;ул. Металлургов. 29;Первомайский;25;Макароны вермишель;Бакалея;180;Поступление;52
312;01.06.2021;ул. Металлургов. 29;Первомайский;25;Макароны вермишель;Бакалея;120;Продажа;52
313;01.06.2021;ул. Металлургов. 29;Первомайский;26;Макароны рожки;Бакалея;180;Поступление;47
314;01.06.2021;ул. Металлургов. 29;Первомайский;26;Макароны рожки;Бакалея;120;Продажа;47
315;01.06.2021;ул. Металлургов. 29;Первомайский;27;Макароны перья;Бакалея;170;Поступление;45
316;01.06.2021;ул. Металлургов. 29;Первомайский;27;Макароны перья;Бакалея;120;Продажа;45
317;01.06.2021;ул. Металлургов. 29;Первомайский;28;Сахар песок белый;Бакалея;180;Поступление;38
318;01.06.2021;ул. Металлургов. 29;Первомайский;28;Сахар песок белый;Бакалея;100;Продажа;38
319;01.06.2021;ул. Металлургов. 29;Первомайский;29;Сахар демерара коричневый;Бакалея;180;Поступление;85
320;01.06.2021;ул. Металлургов. 29;Первомайский;29;Сахар демерара коричневый;Бакалея;20;Продажа;85
321;01.06.2021;ул. Металлургов. 29;Первомайский;30;Сахар рафинад быстрорастворимый;Бакалея;170;Поступление;44
322;01.06.2021;ул. Металлургов. 29;Первомайский;30;Сахар рафинад быстрорастворимый;Бакалея;80;Продажа;44
